transaction_id,event_id,venue_id,entry_id,timestamp,item_category,amount,payment_method,tab_ref
BT0784,E007,V002,DE0873,2024-11-23 07:47:00,drinks,14.00,card,
BT0785,E007,V002,DE0890,2024-11-23 01:12:00,drinks,10.50,card,
BT0786,E007,V002,DE0942,2024-11-23 10:19:00,drinks,7.00,card,
BT0787,E007,V002,DE0957,2024-11-23 02:58:00,drinks,8.50,card,
BT0788,E007,V002,DE0885,2024-11-23 13:32:00,drinks,8.00,card,
BT0789,E007,V002,DE0932,2024-11-23 01:45:00,drinks,14.00,cash,
BT0790,E007,V002,DE0887,2024-11-23 07:32:00,drinks,10.50,card,
BT0791,E007,V002,DE0965,2024-11-23 09:41:00,drinks,14.00,card,
BT0792,E008,V003,DE1048,2024-11-24 01:59:00,drinks,8.50,card,
BT0793,E008,V003,DE1019,2024-11-24 04:41:00,drinks,7.00,cash,
BT0794,E008,V003,DE1024,2024-11-24 02:35:00,drinks,8.00,cash,
BT0795,E008,V003,DE1051,2024-11-24 05:31:00,drinks,8.00,cash,TAB339
BT0796,E008,V003,DE1063,2024-11-24 03:32:00,drinks,10.50,card,
BT0797,E008,V003,DE1066,2024-11-24 02:56:00,drinks,9.00,card,
BT0798,E008,V003,DE0987,2024-11-24 04:54:00,drinks,8.50,card,
BT0799,E008,V003,DE1017,2024-11-24 02:49:00,drinks,7.00,cash,
BT0800,E008,V003,DE1055,2024-11-24 05:11:00,drinks,8.00,cash,
BT0801,E008,V003,DE1071,2024-11-24 05:47:00,drinks,10.50,cash,
BT0802,E008,V003,DE1054,2024-11-24 03:03:00,drinks,14.00,card,
BT0803,E008,V003,DE1063,2024-11-24 05:30:00,drinks,14.00,cash,
BT0804,E008,V003,DE1047,2024-11-24 02:34:00,drinks,8.00,card,
BT0805,E008,V003,DE1062,2024-11-24 03:15:00,drinks,8.00,card,
BT0806,E008,V003,DE1018,2024-11-23 23:27:00,drinks,14.00,card,
BT0807,E008,V003,DE1005,2024-11-24 02:35:00,drinks,8.00,card,
BT0808,E008,V003,DE1009,2024-11-24 02:24:00,drinks,14.00,card,
BT0809,E008,V003,DE1036,2024-11-24 04:00:00,drinks,10.50,card,
BT0810,E008,V003,DE1070,2024-11-24 01:50:00,drinks,10.50,cash,
BT0811,E008,V003,DE1062,2024-11-24 02:08:00,drinks,9.00,cash,
BT0812,E008,V003,DE0984,2024-11-24 04:47:00,drinks,9.00,card,
BT0813,E008,V003,DE1020,2024-11-24 04:48:00,drinks,12.00,card,
BT0814,E008,V003,DE1009,2024-11-24 02:40:00,drinks,12.00,card,
BT0815,E008,V003,DE1047,2024-11-24 01:13:00,drinks,12.00,card,
BT0816,E008,V003,DE1017,2024-11-24 01:17:00,drinks,8.50,cash,
BT0817,E008,V003,DE0996,2024-11-24 02:03:00,drinks,12.00,cash,
BT0818,E008,V003,DE1051,2024-11-24 02:16:00,drinks,9.00,card,
BT0819,E008,V003,DE0999,2024-11-24 04:31:00,drinks,12.00,card,
BT0820,E008,V003,DE1051,2024-11-24 04:16:00,drinks,10.50,cash,
BT0821,E008,V003,DE1061,2024-11-24 02:24:00,drinks,14.00,card,TAB593
BT0822,E008,V003,DE1035,2024-11-24 00:44:00,drinks,12.00,card,
BT0823,E008,V003,DE1048,2024-11-24 02:24:00,drinks,10.50,card,
BT0824,E008,V003,DE0996,2024-11-24 02:59:00,drinks,14.00,card,
BT0825,E008,V003,DE1032,2024-11-24 05:22:00,drinks,8.00,card,
BT0826,E008,V003,DE1020,2024-11-24 04:21:00,drinks,8.50,card,
BT0827,E008,V003,DE1002,2024-11-24 03:42:00,drinks,14.00,card,TAB783
BT0828,E008,V003,DE1046,2024-11-24 04:32:00,drinks,10.50,cash,
BT0829,E008,V003,DE1030,2024-11-24 01:39:00,drinks,7.00,card,
BT0830,E008,V003,DE1030,2024-11-24 05:24:00,drinks,8.00,card,
BT0831,E008,V003,DE1005,2024-11-24 03:57:00,drinks,14.00,card,TAB167
BT0832,E008,V003,DE1029,2024-11-24 03:58:00,drinks,7.00,card,
BT0833,E008,V003,DE1061,2024-11-24 04:41:00,drinks,7.00,card,
BT0834,E008,V003,DE1033,2024-11-24 02:53:00,drinks,14.00,card,
BT0835,E008,V003,DE1037,2024-11-24 04:26:00,drinks,12.00,card,
BT0836,E008,V003,DE1028,2024-11-24 03:17:00,drinks,12.00,card,
BT0837,E008,V003,DE1044,2024-11-24 04:58:00,drinks,9.00,card,
BT0838,E008,V003,DE0988,2024-11-24 04:38:00,drinks,9.00,card,
BT0839,E008,V003,DE1033,2024-11-24 02:29:00,drinks,10.50,card,
BT0840,E008,V003,DE1052,2024-11-24 05:25:00,drinks,7.00,cash,
BT0841,E008,V003,DE1041,2024-11-24 03:00:00,drinks,7.00,card,
BT0842,E008,V003,DE1058,2024-11-24 01:58:00,drinks,14.00,card,TAB636
BT0843,E008,V003,DE1067,2024-11-24 05:38:00,drinks,8.50,card,
BT0844,E008,V003,DE1006,2024-11-24 02:45:00,drinks,9.00,card,
BT0845,E008,V003,DE0997,2024-11-24 02:07:00,drinks,8.50,card,
BT0846,E008,V003,DE1032,2024-11-24 01:40:00,drinks,9.00,card,
BT0847,E008,V003,DE1007,2024-11-24 01:52:00,drinks,12.00,card,
BT0848,E008,V003,DE1001,2024-11-24 01:12:00,drinks,9.00,card,
BT0849,E008,V003,DE1035,2024-11-24 01:55:00,drinks,14.00,card,
BT0850,E008,V003,DE1044,2024-11-24 04:09:00,drinks,9.00,card,
BT0851,E008,V003,DE1038,2024-11-24 01:29:00,drinks,12.00,card,
BT0852,E008,V003,DE1056,2024-11-24 01:50:00,drinks,12.00,card,
BT0853,E008,V003,DE1022,2024-11-24 01:13:00,drinks,8.00,cash,
BT0854,E008,V003,DE0986,2024-11-24 00:38:00,drinks,9.00,card,
BT0855,E008,V003,DE0987,2024-11-24 02:36:00,drinks,9.00,card,
BT0856,E008,V003,DE0994,2024-11-24 04:11:00,drinks,9.00,card,
BT0857,E008,V003,DE1040,2024-11-24 03:54:00,drinks,12.00,card,
BT0858,E008,V003,DE0990,2024-11-24 01:48:00,drinks,14.00,card,
BT0859,E008,V003,DE1043,2024-11-24 05:32:00,drinks,14.00,card,
BT0860,E008,V003,DE1005,2024-11-24 03:19:00,drinks,10.50,cash,
BT0861,E008,V003,DE1050,2024-11-24 03:24:00,drinks,12.00,cash,
BT0862,E008,V003,DE1068,2024-11-24 04:37:00,drinks,9.00,card,
BT0863,E008,V003,DE1010,2024-11-24 04:13:00,drinks,8.00,card,
BT0864,E008,V003,DE1003,2024-11-24 05:13:00,drinks,12.00,card,
BT0865,E008,V003,DE1024,2024-11-24 02:00:00,drinks,10.50,cash,
BT0866,E008,V003,DE0983,2024-11-24 03:42:00,drinks,14.00,cash,
BT0867,E008,V003,DE0996,2024-11-24 04:43:00,drinks,9.00,card,
BT0868,E008,V003,DE1044,2024-11-24 03:13:00,drinks,9.00,card,
BT0869,E008,V003,DE0982,2024-11-24 02:22:00,drinks,14.00,card,
BT0870,E008,V003,DE0999,2024-11-24 01:32:00,drinks,12.00,card,
BT0871,E008,V003,DE1061,2024-11-24 03:35:00,drinks,8.50,card,
BT0872,E008,V003,DE1031,2024-11-24 05:12:00,drinks,14.00,card,TAB443
BT0873,E009,V004,DE1219,2024-12-08 05:46:00,drinks,8.50,card,
BT0874,E009,V004,DE1119,2024-12-07 03:58:00,drinks,9.00,card,
BT0875,E009,V004,DE1116,2024-12-07 20:38:00,drinks,16.00,cash,
BT0876,E009,V004,DE1091,2024-12-08 15:12:00,drinks,12.00,card,
BT0877,E009,V004,DE1219,2024-12-07 18:56:00,drinks,8.00,card,
BT0878,E009,V004,DE1090,2024-12-07 22:39:00,drinks,8.00,card,
BT0879,E009,V004,DE1219,2024-12-08 04:48:00,drinks,12.00,card,
BT0880,E009,V004,DE1157,2024-12-08 16:27:00,drinks,14.00,card,
BT0881,E009,V004,DE1153,2024-12-07 21:54:00,drinks,17.00,cash,
BT0882,E009,V004,DE1090,2024-12-08 20:46:00,drinks,17.00,card,
BT0883,E009,V004,DE1126,2024-12-07 14:56:00,drinks,16.00,cash,
BT0884,E009,V004,DE1131,2024-12-08 11:26:00,drinks,9.00,card,
BT0885,E009,V004,DE1196,2024-12-07 19:25:00,drinks,16.00,card,
BT0886,E009,V004,DE1097,2024-12-08 19:50:00,drinks,17.00,cash,
BT0887,E009,V004,DE1207,2024-12-08 03:02:00,drinks,9.00,cash,
BT0888,E009,V004,DE1120,2024-12-07 09:55:00,drinks,14.00,card,
BT0889,E009,V004,DE1090,2024-12-08 19:58:00,drinks,14.00,card,
BT0890,E009,V004,DE1128,2024-12-08 20:56:00,drinks,10.50,card,
BT0891,E009,V004,DE1149,2024-12-07 00:16:00,drinks,14.00,cash,
BT0892,E009,V004,DE1165,2024-12-08 21:16:00,drinks,17.00,card,TAB227
BT0893,E009,V004,DE1123,2024-12-07 18:12:00,drinks,9.00,card,
BT0894,E009,V004,DE1149,2024-12-07 15:22:00,drinks,9.00,cash,
BT0895,E009,V004,DE1181,2024-12-07 13:13:00,drinks,9.00,card,
BT0896,E009,V004,DE1156,2024-12-07 12:48:00,drinks,10.50,card,
BT0897,E009,V004,DE1149,2024-12-08 00:57:00,drinks,10.50,card,
BT0898,E009,V004,DE1107,2024-12-07 23:00:00,drinks,16.00,card,
BT0899,E009,V004,DE1164,2024-12-07 11:06:00,drinks,14.00,cash,
BT0900,E009,V004,DE1168,2024-12-08 02:01:00,drinks,9.00,card,
BT0901,E009,V004,DE1137,2024-12-07 16:00:00,drinks,14.00,card,
BT0902,E009,V004,DE1210,2024-12-07 06:26:00,drinks,16.00,card,
BT0903,E009,V004,DE1206,2024-12-08 09:41:00,drinks,12.00,cash,
BT0904,E009,V004,DE1164,2024-12-06 23:26:00,drinks,14.00,cash,
BT0905,E009,V004,DE1154,2024-12-07 17:41:00,drinks,10.50,card,
BT0906,E009,V004,DE1111,2024-12-08 21:18:00,drinks,8.50,card,
BT0907,E009,V004,DE1204,2024-12-07 09:29:00,drinks,8.00,card,
BT0908,E009,V004,DE1166,2024-12-08 14:49:00,drinks,10.50,card,
BT0909,E009,V004,DE1103,2024-12-07 23:15:00,drinks,10.50,cash,
BT0910,E009,V004,DE1164,2024-12-07 18:24:00,drinks,17.00,card,
BT0911,E009,V004,DE1164,2024-12-07 12:10:00,drinks,8.50,card,
BT0912,E009,V004,DE1174,2024-12-08 17:10:00,drinks,10.50,cash,
BT0913,E009,V004,DE1215,2024-12-07 04:59:00,drinks,10.50,cash,
BT0914,E009,V004,DE1162,2024-12-07 03:57:00,drinks,8.00,card,
BT0915,E009,V004,DE1119,2024-12-08 18:55:00,drinks,8.50,card,
BT0916,E009,V004,DE1103,2024-12-07 00:48:00,drinks,14.00,card,
BT0917,E009,V004,DE1216,2024-12-07 06:37:00,drinks,17.00,card,
BT0918,E009,V004,DE1114,2024-12-08 06:52:00,drinks,8.00,card,
BT0919,E009,V004,DE1141,2024-12-08 11:06:00,drinks,14.00,cash,
BT0920,E009,V004,DE1116,2024-12-07 20:53:00,drinks,16.00,cash,
BT0921,E009,V004,DE1164,2024-12-08 14:12:00,drinks,16.00,cash,
BT0922,E009,V004,DE1152,2024-12-07 19:54:00,drinks,9.00,card,
BT0923,E009,V004,DE1167,2024-12-08 10:45:00,drinks,14.00,card,
BT0924,E009,V004,DE1167,2024-12-08 16:05:00,drinks,16.00,card,
BT0925,E009,V004,DE1162,2024-12-08 18:43:00,drinks,12.00,card,
BT0926,E009,V004,DE1158,2024-12-08 16:23:00,drinks,8.50,card,
BT0927,E009,V004,DE1190,2024-12-07 23:42:00,drinks,8.00,card,
BT0928,E009,V004,DE1082,2024-12-07 02:44:00,drinks,8.00,card,
BT0929,E009,V004,DE1176,2024-12-08 18:13:00,drinks,10.50,card,
BT0930,E009,V004,DE1141,2024-12-07 08:57:00,drinks,8.50,card,
BT0931,E009,V004,DE1098,2024-12-07 12:50:00,drinks,8.00,card,
BT0932,E009,V004,DE1089,2024-12-08 10:43:00,drinks,10.50,cash,
BT0933,E009,V004,DE1127,2024-12-08 21:26:00,drinks,8.50,card,
BT0934,E009,V004,DE1214,2024-12-08 11:19:00,drinks,16.00,cash,
BT0935,E009,V004,DE1206,2024-12-07 08:06:00,drinks,17.00,card,
BT0936,E009,V004,DE1193,2024-12-07 19:34:00,drinks,16.00,card,
BT0937,E009,V004,DE1114,2024-12-07 23:15:00,drinks,9.00,card,
BT0938,E009,V004,DE1098,2024-12-08 10:30:00,drinks,10.50,card,
BT0939,E009,V004,DE1108,2024-12-07 08:09:00,drinks,10.50,card,
BT0940,E009,V004,DE1117,2024-12-08 18:16:00,drinks,8.00,card,
BT0941,E009,V004,DE1096,2024-12-08 02:44:00,drinks,8.00,card,
BT0942,E009,V004,DE1187,2024-12-07 18:47:00,drinks,17.00,card,
BT0943,E009,V004,DE1199,2024-12-07 23:54:00,drinks,8.00,card,
BT0944,E009,V004,DE1184,2024-12-08 10:09:00,drinks,8.50,cash,
BT0945,E009,V004,DE1127,2024-12-07 22:46:00,drinks,17.00,cash,
BT0946,E009,V004,DE1173,2024-12-08 14:58:00,drinks,12.00,cash,
BT0947,E009,V004,DE1120,2024-12-08 16:04:00,drinks,8.00,card,
BT0948,E009,V004,DE1104,2024-12-08 11:36:00,drinks,17.00,cash,
BT0949,E009,V004,DE1142,2024-12-07 05:39:00,drinks,16.00,card,
BT0950,E009,V004,DE1127,2024-12-08 04:53:00,drinks,8.50,cash,
BT0951,E009,V004,DE1198,2024-12-07 14:28:00,drinks,10.50,cash,
BT0952,E009,V004,DE1136,2024-12-08 13:31:00,drinks,9.00,card,
BT0953,E009,V004,DE1125,2024-12-07 11:36:00,drinks,10.50,cash,
BT0954,E009,V004,DE1106,2024-12-08 03:32:00,drinks,14.00,card,
BT0955,E009,V004,DE1141,2024-12-08 13:45:00,drinks,9.00,card,
BT0956,E009,V004,DE1164,2024-12-08 18:57:00,drinks,14.00,card,
BT0957,E009,V004,DE1219,2024-12-07 13:06:00,drinks,14.00,card,
BT0958,E009,V004,DE1112,2024-12-08 08:25:00,drinks,17.00,cash,
BT0959,E009,V004,DE1181,2024-12-07 19:37:00,drinks,10.50,card,
BT0960,E009,V004,DE1147,2024-12-07 16:52:00,drinks,17.00,card,
BT0961,E009,V004,DE1195,2024-12-08 17:58:00,drinks,17.00,card,
BT0962,E009,V004,DE1125,2024-12-08 07:03:00,drinks,8.50,card,
BT0963,E009,V004,DE1144,2024-12-08 20:35:00,drinks,17.00,cash,
BT0964,E009,V004,DE1135,2024-12-08 10:19:00,drinks,14.00,card,
BT0965,E009,V004,DE1213,2024-12-07 15:17:00,drinks,9.00,card,TAB791
BT0966,E009,V004,DE1106,2024-12-07 07:34:00,drinks,14.00,cash,
BT0967,E009,V004,DE1094,2024-12-08 13:48:00,drinks,10.50,card,TAB145
BT0968,E009,V004,DE1148,2024-12-08 12:45:00,drinks,17.00,cash,
BT0969,E009,V004,DE1210,2024-12-08 14:01:00,drinks,17.00,card,
BT0970,E009,V004,DE1176,2024-12-08 20:08:00,drinks,14.00,card,
BT0971,E009,V004,DE1217,2024-12-08 01:23:00,drinks,8.00,card,
BT0972,E009,V004,DE1152,2024-12-07 20:08:00,drinks,10.50,cash,
BT0973,E009,V004,DE1163,2024-12-07 07:13:00,drinks,17.00,card,
BT0974,E009,V004,DE1122,2024-12-07 12:47:00,drinks,8.50,card,
BT0975,E009,V004,DE1123,2024-12-08 15:10:00,drinks,14.00,card,
BT0976,E009,V004,DE1131,2024-12-08 07:15:00,drinks,12.00,card,
BT0977,E009,V004,DE1131,2024-12-06 22:58:00,drinks,16.00,cash,
BT0978,E009,V004,DE1208,2024-12-07 05:02:00,drinks,8.50,card,
BT0979,E009,V004,DE1119,2024-12-07 09:21:00,drinks,8.50,card,
BT0980,E009,V004,DE1198,2024-12-08 03:47:00,drinks,17.00,card,
BT0981,E009,V004,DE1103,2024-12-07 06:18:00,drinks,8.50,cash,
BT0982,E009,V004,DE1114,2024-12-07 10:35:00,drinks,8.00,card,
BT0983,E009,V004,DE1089,2024-12-08 05:34:00,drinks,9.00,card,
BT0984,E009,V004,DE1216,2024-12-08 04:10:00,drinks,10.50,card,
BT0985,E009,V004,DE1135,2024-12-07 03:22:00,drinks,12.00,card,
BT0986,E009,V004,DE1167,2024-12-07 14:09:00,drinks,8.00,card,
BT0987,E009,V004,DE1158,2024-12-08 10:00:00,drinks,8.50,card,
BT0988,E009,V004,DE1153,2024-12-07 10:15:00,drinks,8.50,card,
BT0989,E009,V004,DE1182,2024-12-08 19:45:00,drinks,9.00,card,
BT0990,E009,V004,DE1164,2024-12-07 07:33:00,drinks,9.00,card,
BT0991,E009,V004,DE1085,2024-12-08 15:28:00,drinks,10.50,card,
BT0992,E009,V004,DE1170,2024-12-08 02:16:00,drinks,8.50,card,
BT0993,E009,V004,DE1135,2024-12-08 15:41:00,drinks,14.00,card,
BT0994,E011,V001,DE1376,2024-12-15 12:57:00,drinks,8.00,card,
BT0995,E011,V001,DE1343,2024-12-14 08:46:00,drinks,9.00,card,
BT0996,E011,V001,DE1318,2024-12-15 14:31:00,drinks,14.00,card,
BT0997,E011,V001,DE1422,2024-12-14 11:38:00,drinks,10.50,card,
BT0998,E011,V001,DE1246,2024-12-14 10:57:00,drinks,8.00,card,
BT0999,E011,V001,DE1240,2024-12-15 07:46:00,drinks,8.50,card,
BT1000,E011,V001,DE1349,2024-12-14 16:55:00,drinks,17.00,card,
BT1001,E011,V001,DE1380,2024-12-14 05:53:00,drinks,17.00,card,
BT1002,E011,V001,DE1447,2024-12-14 03:22:00,drinks,16.00,card,
BT1003,E011,V001,DE1447,2024-12-14 21:03:00,drinks,8.50,card,
BT1004,E011,V001,DE1448,2024-12-14 11:10:00,drinks,8.00,card,
BT1005,E011,V001,DE1448,2024-12-14 19:50:00,drinks,8.00,card,
BT1006,E011,V001,DE1231,2024-12-15 02:02:00,drinks,16.00,cash,
BT1007,E011,V001,DE1423,2024-12-15 09:03:00,drinks,14.00,cash,
BT1008,E011,V001,DE1305,2024-12-14 04:52:00,drinks,14.00,cash,
BT1009,E011,V001,DE1426,2024-12-15 00:15:00,drinks,14.00,card,
BT1010,E011,V001,DE1271,2024-12-14 18:39:00,drinks,12.00,cash,
BT1011,E011,V001,DE1262,2024-12-14 19:52:00,drinks,17.00,cash,TAB145
BT1012,E011,V001,DE1369,2024-12-14 06:17:00,drinks,8.50,card,TAB127
BT1013,E011,V001,DE1433,2024-12-15 05:57:00,drinks,10.50,card,
BT1014,E011,V001,DE1297,2024-12-14 07:59:00,drinks,17.00,card,
BT1015,E011,V001,DE1237,2024-12-15 14:53:00,drinks,8.00,card,
BT1016,E011,V001,DE1398,2024-12-15 02:21:00,drinks,17.00,card,
BT1017,E011,V001,DE1234,2024-12-14 09:38:00,drinks,14.00,card,
BT1018,E011,V001,DE1277,2024-12-15 11:34:00,drinks,8.00,cash,
BT1019,E011,V001,DE1290,2024-12-14 04:17:00,drinks,17.00,card,
BT1020,E011,V001,DE1239,2024-12-14 20:02:00,drinks,14.00,card,
BT1021,E011,V001,DE1278,2024-12-15 05:19:00,drinks,9.00,card,
BT1022,E011,V001,DE1233,2024-12-14 03:31:00,drinks,16.00,card,
BT1023,E011,V001,DE1447,2024-12-15 13:54:00,drinks,14.00,cash,
BT1024,E011,V001,DE1336,2024-12-15 17:18:00,drinks,12.00,cash,TAB223
BT1025,E011,V001,DE1370,2024-12-14 02:33:00,drinks,14.00,card,
BT1026,E011,V001,DE1432,2024-12-14 14:15:00,drinks,16.00,card,
BT1027,E011,V001,DE1339,2024-12-14 17:51:00,drinks,16.00,cash,
BT1028,E011,V001,DE1265,2024-12-14 06:14:00,drinks,14.00,card,
BT1029,E011,V001,DE1439,2024-12-14 12:02:00,drinks,17.00,card,TAB372
BT1030,E011,V001,DE1330,2024-12-15 05:18:00,drinks,16.00,card,
BT1031,E011,V001,DE1311,2024-12-15 17:36:00,drinks,8.00,card,
BT1032,E011,V001,DE1239,2024-12-15 06:54:00,drinks,17.00,cash,
BT1033,E011,V001,DE1291,2024-12-14 05:24:00,drinks,8.00,card,
BT1034,E011,V001,DE1366,2024-12-15 16:25:00,drinks,8.50,card,
BT1035,E011,V001,DE1307,2024-12-14 18:57:00,drinks,8.50,card,
BT1036,E011,V001,DE1237,2024-12-14 19:10:00,drinks,8.00,card,
BT1037,E011,V001,DE1380,2024-12-15 11:37:00,drinks,16.00,cash,
BT1038,E011,V001,DE1392,2024-12-14 06:18:00,drinks,10.50,cash,
BT1039,E011,V001,DE1402,2024-12-14 10:17:00,drinks,16.00,cash,
BT1040,E011,V001,DE1418,2024-12-14 21:31:00,drinks,8.50,cash,
BT1041,E011,V001,DE1252,2024-12-14 13:08:00,drinks,10.50,cash,
BT1042,E011,V001,DE1239,2024-12-15 09:30:00,drinks,17.00,card,
BT1043,E011,V001,DE1439,2024-12-14 14:29:00,drinks,14.00,cash,
BT1044,E011,V001,DE1415,2024-12-15 14:03:00,drinks,12.00,card,
BT1045,E011,V001,DE1341,2024-12-14 01:31:00,drinks,8.50,card,
BT1046,E011,V001,DE1337,2024-12-14 12:23:00,drinks,8.00,card,
BT1047,E011,V001,DE1358,2024-12-15 10:27:00,drinks,9.00,card,
BT1048,E011,V001,DE1241,2024-12-14 12:36:00,drinks,8.00,card,
BT1049,E011,V001,DE1366,2024-12-14 08:26:00,drinks,10.50,card,
BT1050,E011,V001,DE1419,2024-12-15 14:04:00,drinks,17.00,card,
BT1051,E011,V001,DE1248,2024-12-15 09:11:00,drinks,8.00,card,
BT1052,E011,V001,DE1357,2024-12-14 02:16:00,drinks,8.50,cash,
BT1053,E011,V001,DE1304,2024-12-15 13:05:00,drinks,9.00,card,
BT1054,E011,V001,DE1342,2024-12-15 02:04:00,drinks,10.50,cash,
BT1055,E011,V001,DE1322,2024-12-15 06:30:00,drinks,8.00,card,
BT1056,E011,V001,DE1233,2024-12-14 20:02:00,drinks,8.00,cash,
BT1057,E011,V001,DE1348,2024-12-14 09:02:00,drinks,9.00,card,
BT1058,E011,V001,DE1248,2024-12-14 23:17:00,drinks,16.00,card,
BT1059,E011,V001,DE1398,2024-12-14 07:05:00,drinks,9.00,cash,
BT1060,E011,V001,DE1378,2024-12-14 19:57:00,drinks,9.00,cash,
BT1061,E011,V001,DE1356,2024-12-14 11:34:00,drinks,17.00,cash,
BT1062,E011,V001,DE1398,2024-12-15 09:55:00,drinks,8.00,card,TAB463
BT1063,E011,V001,DE1285,2024-12-14 09:49:00,drinks,12.00,card,
BT1064,E011,V001,DE1335,2024-12-14 10:29:00,drinks,14.00,cash,TAB665
BT1065,E011,V001,DE1391,2024-12-14 20:04:00,drinks,9.00,cash,
BT1066,E011,V001,DE1433,2024-12-15 15:33:00,drinks,10.50,card,
BT1067,E011,V001,DE1317,2024-12-14 08:02:00,drinks,17.00,cash,
BT1068,E011,V001,DE1390,2024-12-14 05:11:00,drinks,16.00,card,
BT1069,E011,V001,DE1323,2024-12-15 04:16:00,drinks,10.50,card,
BT1070,E011,V001,DE1336,2024-12-14 02:21:00,drinks,12.00,cash,
BT1071,E011,V001,DE1265,2024-12-14 05:16:00,drinks,17.00,card,
BT1072,E011,V001,DE1313,2024-12-14 07:51:00,drinks,16.00,card,
BT1073,E011,V001,DE1318,2024-12-15 16:35:00,drinks,10.50,cash,
BT1074,E011,V001,DE1366,2024-12-14 11:16:00,drinks,8.00,card,
BT1075,E011,V001,DE1329,2024-12-15 13:17:00,drinks,10.50,card,
BT1076,E011,V001,DE1262,2024-12-14 20:22:00,drinks,16.00,cash,
BT1077,E011,V001,DE1419,2024-12-15 15:02:00,drinks,17.00,card,
BT1078,E011,V001,DE1386,2024-12-14 06:00:00,drinks,8.50,card,
BT1079,E011,V001,DE1439,2024-12-14 10:18:00,drinks,10.50,card,
BT1080,E011,V001,DE1380,2024-12-14 12:50:00,drinks,10.50,cash,
BT1081,E011,V001,DE1281,2024-12-15 09:53:00,drinks,16.00,card,
BT1082,E011,V001,DE1290,2024-12-14 03:36:00,drinks,12.00,card,
BT1083,E011,V001,DE1251,2024-12-15 06:28:00,drinks,14.00,card,
BT1084,E011,V001,DE1319,2024-12-14 21:14:00,drinks,12.00,cash,
BT1085,E011,V001,DE1258,2024-12-14 09:42:00,drinks,16.00,card,
BT1086,E011,V001,DE1450,2024-12-14 15:07:00,drinks,12.00,card,TAB680
BT1087,E011,V001,DE1333,2024-12-15 05:28:00,drinks,8.50,cash,
BT1088,E011,V001,DE1350,2024-12-14 06:39:00,drinks,9.00,card,
BT1089,E011,V001,DE1373,2024-12-15 15:17:00,drinks,8.00,card,
BT1090,E011,V001,DE1345,2024-12-15 14:03:00,drinks,9.00,card,
BT1091,E011,V001,DE1340,2024-12-14 19:54:00,drinks,16.00,card,
BT1092,E011,V001,DE1441,2024-12-15 00:16:00,drinks,9.00,cash,
BT1093,E011,V001,DE1294,2024-12-15 14:02:00,drinks,16.00,card,
BT1094,E011,V001,DE1375,2024-12-15 04:45:00,drinks,17.00,card,
BT1095,E011,V001,DE1324,2024-12-15 17:18:00,drinks,12.00,card,
BT1096,E011,V001,DE1377,2024-12-14 19:26:00,drinks,14.00,card,
BT1097,E011,V001,DE1384,2024-12-14 11:58:00,drinks,9.00,card,
BT1098,E011,V001,DE1426,2024-12-15 09:06:00,drinks,14.00,card,
BT1099,E011,V001,DE1324,2024-12-14 05:37:00,drinks,14.00,card,
BT1100,E011,V001,DE1247,2024-12-15 06:32:00,drinks,8.00,card,
BT1101,E011,V001,DE1364,2024-12-15 14:05:00,drinks,16.00,card,
BT1102,E011,V001,DE1290,2024-12-15 04:39:00,drinks,9.00,card,
BT1103,E011,V001,DE1293,2024-12-15 00:00:00,drinks,14.00,card,
BT1104,E011,V001,DE1228,2024-12-14 04:12:00,drinks,8.00,card,
BT1105,E011,V001,DE1303,2024-12-15 12:22:00,drinks,12.00,card,TAB485
BT1106,E011,V001,DE1323,2024-12-14 20:47:00,drinks,16.00,cash,
BT1107,E011,V001,DE1239,2024-12-14 22:42:00,drinks,16.00,card,
BT1108,E011,V001,DE1436,2024-12-14 22:11:00,drinks,14.00,cash,
BT1109,E011,V001,DE1352,2024-12-15 09:16:00,drinks,14.00,card,
BT1110,E011,V001,DE1427,2024-12-14 22:42:00,drinks,14.00,card,
BT1111,E011,V001,DE1356,2024-12-14 03:16:00,drinks,16.00,card,
BT1112,E011,V001,DE1427,2024-12-15 02:52:00,drinks,12.00,cash,
BT1113,E011,V001,DE1427,2024-12-14 10:34:00,drinks,9.00,cash,
BT1114,E011,V001,DE1301,2024-12-14 04:34:00,drinks,8.50,cash,
BT1115,E011,V001,DE1381,2024-12-15 02:41:00,drinks,10.50,card,TAB791
BT1116,E011,V001,DE1335,2024-12-14 13:45:00,drinks,9.00,card,
BT1117,E011,V001,DE1302,2024-12-14 14:36:00,drinks,17.00,cash,
BT1118,E011,V001,DE1349,2024-12-15 09:31:00,drinks,12.00,cash,
BT1119,E011,V001,DE1307,2024-12-14 06:31:00,drinks,16.00,card,
BT1120,E011,V001,DE1272,2024-12-14 21:50:00,drinks,8.50,card,
BT1121,E011,V001,DE1445,2024-12-15 10:47:00,drinks,12.00,cash,
BT1122,E011,V001,DE1228,2024-12-15 13:29:00,drinks,8.00,card,
BT1123,E011,V001,DE1359,2024-12-15 05:41:00,drinks,17.00,cash,
BT1124,E011,V001,DE1259,2024-12-14 14:09:00,drinks,8.50,card,
BT1125,E011,V001,DE1452,2024-12-15 01:47:00,drinks,17.00,card,
BT1126,E011,V001,DE1296,2024-12-15 07:30:00,drinks,9.00,cash,
BT1127,E011,V001,DE1445,2024-12-14 11:38:00,drinks,16.00,card,
